RecordID,Country,Gender,Employment,Question Type,Value
368,Cote d'Ivoire,F,Employed for cash,2,48.5
368,Cote d'Ivoire,F,Employed for kind,2,52.4
368,Cote d'Ivoire,F,Unemployed,2,44.0
88,Cote d'Ivoire,F,Employed for cash,3,35.9
88,Cote d'Ivoire,F,Employed for kind,3,37.1
88,Cote d'Ivoire,F,Unemployed,3,29.8
158,Cote d'Ivoire,F,Employed for cash,4,28.0
158,Cote d'Ivoire,F,Employed for kind,4,28.8
158,Cote d'Ivoire,F,Unemployed,4,22.6
228,Cote d'Ivoire,F,Employed for cash,5,33.4
228,Cote d'Ivoire,F,Employed for kind,5,35.8
228,Cote d'Ivoire,F,Unemployed,5,29.7
298,Cote d'Ivoire,F,Employed for cash,6,22.9
298,Cote d'Ivoire,F,Employed for kind,6,23.9
298,Cote d'Ivoire,F,Unemployed,6,17.4
368,Cote d'Ivoire,M,Employed for cash,2,40.7
368,Cote d'Ivoire,M,Employed for kind,2,45.5
368,Cote d'Ivoire,M,Unemployed,2,44.4
88,Cote d'Ivoire,M,Employed for cash,3,25.2
88,Cote d'Ivoire,M,Employed for kind,3,30.6
88,Cote d'Ivoire,M,Unemployed,3,23.2
158,Cote d'Ivoire,M,Employed for cash,4,21.6
158,Cote d'Ivoire,M,Employed for kind,4,26.5
158,Cote d'Ivoire,M,Unemployed,4,19.5
228,Cote d'Ivoire,M,Employed for cash,5,27.3
228,Cote d'Ivoire,M,Employed for kind,5,33.9
228,Cote d'Ivoire,M,Unemployed,5,30.5
298,Cote d'Ivoire,M,Employed for cash,6,11.1
298,Cote d'Ivoire,M,Employed for kind,6,17.0
298,Cote d'Ivoire,M,Unemployed,6,9.5
19,Dominican Republic,F,Employed for cash,1,0.5
19,Dominican Republic,F,Employed for kind,1,0.7
19,Dominican Republic,F,Unemployed,1,0.8
19,Dominican Republic,M,Employed for cash,1,0.0
19,Dominican Republic,M,Employed for kind,1,0.0
19,Dominican Republic,M,Unemployed,1,0.9
369,Dominican Republic,F,Employed for cash,2,2.1
369,Dominican Republic,F,Employed for kind,2,2.2
369,Dominican Republic,F,Unemployed,2,2.7
89,Dominican Republic,F,Employed for cash,3,0.7
89,Dominican Republic,F,Employed for kind,3,0.5
89,Dominican Republic,F,Unemployed,3,0.7
159,Dominican Republic,F,Employed for cash,4,0.8
159,Dominican Republic,F,Employed for kind,4,1.0
159,Dominican Republic,F,Unemployed,4,0.8
229,Dominican Republic,F,Employed for cash,5,1.5
229,Dominican Republic,F,Employed for kind,5,1.7
229,Dominican Republic,F,Unemployed,5,2.0
299,Dominican Republic,F,Employed for cash,6,0.3
299,Dominican Republic,F,Employed for kind,6,0.6
299,Dominican Republic,F,Unemployed,6,0.5
369,Dominican Republic,M,Employed for cash,2,0.0
369,Dominican Republic,M,Employed for kind,2,0.0
369,Dominican Republic,M,Unemployed,2,4.2
89,Dominican Republic,M,Employed for cash,3,0.0
89,Dominican Republic,M,Employed for kind,3,0.0
89,Dominican Republic,M,Unemployed,3,1.1
159,Dominican Republic,M,Employed for cash,4,0.0
159,Dominican Republic,M,Employed for kind,4,0.0
159,Dominican Republic,M,Unemployed,4,2.2
229,Dominican Republic,M,Employed for cash,5,0.0
229,Dominican Republic,M,Employed for kind,5,0.0
229,Dominican Republic,M,Unemployed,5,2.3
299,Dominican Republic,M,Employed for cash,6,0.0
299,Dominican Republic,M,Employed for kind,6,0.0
299,Dominican Republic,M,Unemployed,6,0.6
20,Egypt,F,Employed for cash,1,4.4
20,Egypt,F,Unemployed,1,7.1
20,Egypt,F,Employed for kind,1,20.8
20,Egypt,M,Employed for cash,1,0.0
20,Egypt,M,Employed for kind,1,0.0
20,Egypt,M,Unemployed,1,0.0
370,Egypt,F,Employed for cash,2,24.1
370,Egypt,F,Employed for kind,2,62.3
370,Egypt,F,Unemployed,2,37.0
90,Egypt,F,Employed for cash,3,6.6
90,Egypt,F,Employed for kind,3,30.3
90,Egypt,F,Unemployed,3,13.4
160,Egypt,F,Employed for cash,4,15.1
160,Egypt,F,Employed for kind,4,45.4
160,Egypt,F,Unemployed,4,26.8
230,Egypt,F,Employed for cash,5,14.7
230,Egypt,F,Employed for kind,5,43.0
230,Egypt,F,Unemployed,5,25.3
300,Egypt,F,Employed for cash,6,13.2
300,Egypt,F,Employed for kind,6,39.4
300,Egypt,F,Unemployed,6,20.5
370,Egypt,M,Employed for cash,2,0.0
370,Egypt,M,Employed for kind,2,0.0
370,Egypt,M,Unemployed,2,0.0
90,Egypt,M,Employed for cash,3,0.0
90,Egypt,M,Employed for kind,3,0.0
90,Egypt,M,Unemployed,3,0.0
160,Egypt,M,Employed for cash,4,0.0
160,Egypt,M,Employed for kind,4,0.0
160,Egypt,M,Unemployed,4,0.0
230,Egypt,M,Employed for cash,5,0.0
230,Egypt,M,Employed for kind,5,0.0
230,Egypt,M,Unemployed,5,0.0
300,Egypt,M,Employed for cash,6,0.0
300,Egypt,M,Employed for kind,6,0.0
300,Egypt,M,Unemployed,6,0.0
21,Eritrea,F,Employed for cash,1,27.2
21,Eritrea,F,Unemployed,1,28.2
21,Eritrea,F,Employed for kind,1,46.1
21,Eritrea,M,Employed for cash,1,0.0
21,Eritrea,M,Employed for kind,1,0.0
21,Eritrea,M,Unemployed,1,0.0
371,Eritrea,F,Employed for cash,2,65.5
371,Eritrea,F,Employed for kind,2,82.8
371,Eritrea,F,Unemployed,2,70.9
91,Eritrea,F,Employed for cash,3,36.8
91,Eritrea,F,Employed for kind,3,60.2
91,Eritrea,F,Unemployed,3,45.0
161,Eritrea,F,Employed for cash,4,43.8
161,Eritrea,F,Employed for kind,4,63.1
161,Eritrea,F,Unemployed,4,52.5
231,Eritrea,F,Employed for cash,5,49.5
231,Eritrea,F,Employed for kind,5,62.5
231,Eritrea,F,Unemployed,5,50.3
301,Eritrea,F,Employed for cash,6,39.8
301,Eritrea,F,Employed for kind,6,59.5
301,Eritrea,F,Unemployed,6,48.7
371,Eritrea,M,Employed for cash,2,0.0
371,Eritrea,M,Employed for kind,2,0.0
371,Eritrea,M,Unemployed,2,0.0
91,Eritrea,M,Employed for cash,3,0.0
91,Eritrea,M,Employed for kind,3,0.0
91,Eritrea,M,Unemployed,3,0.0
161,Eritrea,M,Employed for cash,4,0.0
161,Eritrea,M,Employed for kind,4,0.0
161,Eritrea,M,Unemployed,4,0.0
231,Eritrea,M,Employed for cash,5,0.0
231,Eritrea,M,Employed for kind,5,0.0
231,Eritrea,M,Unemployed,5,0.0
301,Eritrea,M,Employed for cash,6,0.0
301,Eritrea,M,Employed for kind,6,0.0
301,Eritrea,M,Unemployed,6,0.0
22,Eswatini,F,Employed for cash,1,1.9
22,Eswatini,F,Unemployed,1,3.6
22,Eswatini,F,Employed for kind,1,5.4
22,Eswatini,M,Employed for cash,1,2.5
22,Eswatini,M,Unemployed,1,5.7
22,Eswatini,M,Employed for kind,1,6.6
372,Eswatini,F,Employed for cash,2,17.9
372,Eswatini,F,Employed for kind,2,38.1
372,Eswatini,F,Unemployed,2,26.4
92,Eswatini,F,Employed for cash,3,13.9
92,Eswatini,F,Employed for kind,3,29.0
92,Eswatini,F,Unemployed,3,18.7
162,Eswatini,F,Employed for cash,4,5.4
162,Eswatini,F,Employed for kind,4,9.1
162,Eswatini,F,Unemployed,4,11.8
232,Eswatini,F,Employed for cash,5,7.4
232,Eswatini,F,Employed for kind,5,15.4
232,Eswatini,F,Unemployed,5,13.5
302,Eswatini,F,Employed for cash,6,2.9
302,Eswatini,F,Employed for kind,6,3.6
302,Eswatini,F,Unemployed,6,3.6
372,Eswatini,M,Employed for cash,2,24.8
372,Eswatini,M,Employed for kind,2,37.7
372,Eswatini,M,Unemployed,2,38.1
92,Eswatini,M,Employed for cash,3,17.9
92,Eswatini,M,Employed for kind,3,26.8
92,Eswatini,M,Unemployed,3,27.7
162,Eswatini,M,Employed for cash,4,11.6
162,Eswatini,M,Employed for kind,4,16.7
162,Eswatini,M,Unemployed,4,18.5
232,Eswatini,M,Employed for cash,5,11.3
232,Eswatini,M,Employed for kind,5,21.4
232,Eswatini,M,Unemployed,5,18.9
302,Eswatini,M,Employed for cash,6,3.0
302,Eswatini,M,Employed for kind,6,5.7
302,Eswatini,M,Unemployed,6,4.2
23,Ethiopia,F,Employed for cash,1,30.2
23,Ethiopia,F,Unemployed,1,40.0
23,Ethiopia,F,Employed for kind,1,47.9
23,Ethiopia,M,Unemployed,1,6.7
23,Ethiopia,M,Employed for cash,1,7.7
23,Ethiopia,M,Employed for kind,1,14.3
373,Ethiopia,F,Employed for cash,2,54.6
373,Ethiopia,F,Employed for kind,2,71.3
373,Ethiopia,F,Unemployed,2,62.5
93,Ethiopia,F,Employed for cash,3,33.8
93,Ethiopia,F,Employed for kind,3,49.0
93,Ethiopia,F,Unemployed,3,42.4
163,Ethiopia,F,Employed for cash,4,36.0
163,Ethiopia,F,Employed for kind,4,46.5
163,Ethiopia,F,Unemployed,4,45.2
233,Ethiopia,F,Employed for cash,5,40.7
233,Ethiopia,F,Employed for kind,5,53.1
233,Ethiopia,F,Unemployed,5,47.7
303,Ethiopia,F,Employed for cash,6,25.7
303,Ethiopia,F,Employed for kind,6,41.4
303,Ethiopia,F,Unemployed,6,35.4
373,Ethiopia,M,Employed for cash,2,17.5
373,Ethiopia,M,Employed for kind,2,33.6
373,Ethiopia,M,Unemployed,2,20.9
93,Ethiopia,M,Employed for cash,3,9.3
93,Ethiopia,M,Employed for kind,3,19.9
93,Ethiopia,M,Unemployed,3,11.7
163,Ethiopia,M,Employed for cash,4,10.6
163,Ethiopia,M,Employed for kind,4,20.5
163,Ethiopia,M,Unemployed,4,11.5
233,Ethiopia,M,Employed for cash,5,11.6
233,Ethiopia,M,Employed for kind,5,23.4
233,Ethiopia,M,Unemployed,5,14.9
303,Ethiopia,M,Employed for cash,6,8.0
303,Ethiopia,M,Employed for kind,6,15.3
303,Ethiopia,M,Unemployed,6,9.0
24,Gabon,F,Employed for cash,1,10.4
24,Gabon,F,Unemployed,1,10.6
24,Gabon,F,Employed for kind,1,12.0
24,Gabon,M,Employed for kind,1,5.0
24,Gabon,M,Employed for cash,1,6.5
24,Gabon,M,Unemployed,1,8.2
374,Gabon,F,Employed for cash,2,48.8
374,Gabon,F,Employed for kind,2,57.7
374,Gabon,F,Unemployed,2,50.5
94,Gabon,F,Employed for cash,3,26.3
94,Gabon,F,Employed for kind,3,31.7
94,Gabon,F,Unemployed,3,25.1
164,Gabon,F,Employed for cash,4,18.6
164,Gabon,F,Employed for kind,4,26.8
164,Gabon,F,Unemployed,4,18.4
234,Gabon,F,Employed for cash,5,38.2
234,Gabon,F,Employed for kind,5,48.3
234,Gabon,F,Unemployed,5,40.8
304,Gabon,F,Employed for cash,6,10.4
304,Gabon,F,Employed for kind,6,12.3
304,Gabon,F,Unemployed,6,7.1
374,Gabon,M,Employed for cash,2,39.5
374,Gabon,M,Employed for kind,2,44.1
374,Gabon,M,Unemployed,2,39.6
94,Gabon,M,Employed for cash,3,20.1
94,Gabon,M,Employed for kind,3,16.5
94,Gabon,M,Unemployed,3,18.8
164,Gabon,M,Employed for cash,4,14.1
164,Gabon,M,Employed for kind,4,13.3
164,Gabon,M,Unemployed,4,14.1
234,Gabon,M,Employed for cash,5,28.5
234,Gabon,M,Employed for kind,5,37.8
234,Gabon,M,Unemployed,5,29.3
304,Gabon,M,Employed for cash,6,5.4
304,Gabon,M,Employed for kind,6,6.8
304,Gabon,M,Unemployed,6,7.1
25,Gambia,F,Unemployed,1,8.8
25,Gambia,F,Employed for kind,1,12.1
25,Gambia,F,Employed for cash,1,12.5
25,Gambia,M,Employed for cash,1,4.3
25,Gambia,M,Unemployed,1,9.7
25,Gambia,M,Employed for kind,1,10.7
375,Gambia,F,Employed for cash,2,63.8
375,Gambia,F,Employed for kind,2,67.2
375,Gambia,F,Unemployed,2,52.8
95,Gambia,F,Employed for cash,3,27.8
95,Gambia,F,Employed for kind,3,30.2
95,Gambia,F,Unemployed,3,20.2
165,Gambia,F,Employed for cash,4,47.2
165,Gambia,F,Employed for kind,4,53.1
165,Gambia,F,Unemployed,4,36.4
235,Gambia,F,Employed for cash,5,39.8
235,Gambia,F,Employed for kind,5,44.6
235,Gambia,F,Unemployed,5,30.4
305,Gambia,F,Employed for cash,6,49.6
305,Gambia,F,Employed for kind,6,51.4
305,Gambia,F,Unemployed,6,39.7
375,Gambia,M,Employed for cash,2,30.3
375,Gambia,M,Employed for kind,2,47.4
375,Gambia,M,Unemployed,2,35.4
95,Gambia,M,Employed for cash,3,9.8
95,Gambia,M,Employed for kind,3,20.7
95,Gambia,M,Unemployed,3,12.3
165,Gambia,M,Employed for cash,4,17.8
165,Gambia,M,Employed for kind,4,35.3
165,Gambia,M,Unemployed,4,24.1
235,Gambia,M,Employed for cash,5,16.8
235,Gambia,M,Employed for kind,5,30.5
235,Gambia,M,Unemployed,5,20.6
305,Gambia,M,Employed for cash,6,18.2
305,Gambia,M,Employed for kind,6,25.7
305,Gambia,M,Unemployed,6,20.0
26,Ghana,F,Employed for cash,1,6.3
26,Ghana,F,Unemployed,1,8.3
26,Ghana,F,Employed for kind,1,10.2
26,Ghana,M,Employed for cash,1,2.6
26,Ghana,M,Unemployed,1,2.7
26,Ghana,M,Employed for kind,1,5.2
376,Ghana,F,Employed for cash,2,23.9
376,Ghana,F,Employed for kind,2,41.1
376,Ghana,F,Unemployed,2,30.7
96,Ghana,F,Employed for cash,3,13.6
96,Ghana,F,Employed for kind,3,23.1
96,Ghana,F,Unemployed,3,15.8
166,Ghana,F,Employed for cash,4,13.9
166,Ghana,F,Employed for kind,4,26.5
166,Ghana,F,Unemployed,4,16.4
236,Ghana,F,Employed for cash,5,17.8
236,Ghana,F,Employed for kind,5,30.2
236,Ghana,F,Unemployed,5,22.6
306,Ghana,F,Employed for cash,6,9.7
306,Ghana,F,Employed for kind,6,21.2
306,Ghana,F,Unemployed,6,12.4
376,Ghana,M,Employed for cash,2,11.9
376,Ghana,M,Employed for kind,2,19.9
376,Ghana,M,Unemployed,2,13.7
96,Ghana,M,Employed for cash,3,5.6
96,Ghana,M,Employed for kind,3,8.4
96,Ghana,M,Unemployed,3,5.6
166,Ghana,M,Employed for cash,4,6.3
166,Ghana,M,Employed for kind,4,10.3
166,Ghana,M,Unemployed,4,5.9
236,Ghana,M,Employed for cash,5,8.1
236,Ghana,M,Employed for kind,5,13.6
236,Ghana,M,Unemployed,5,6.7
306,Ghana,M,Employed for cash,6,4.4
306,Ghana,M,Employed for kind,6,6.2
306,Ghana,M,Unemployed,6,5.6
27,Guatemala,F,Employed for cash,1,3.2
27,Guatemala,F,Unemployed,1,4.9
27,Guatemala,F,Employed for kind,1,7.0
27,Guatemala,M,Employed for cash,1,1.2
27,Guatemala,M,Employed for kind,1,1.3
27,Guatemala,M,Unemployed,1,1.8
377,Guatemala,F,Employed for cash,2,9.1
377,Guatemala,F,Employed for kind,2,15.5
377,Guatemala,F,Unemployed,2,12.5
97,Guatemala,F,Employed for cash,3,2.4
97,Guatemala,F,Employed for kind,3,3.9
97,Guatemala,F,Unemployed,3,4.0
167,Guatemala,F,Employed for cash,4,2.7
167,Guatemala,F,Employed for kind,4,5.4
167,Guatemala,F,Unemployed,4,4.3
237,Guatemala,F,Employed for cash,5,6.3
237,Guatemala,F,Employed for kind,5,9.4
237,Guatemala,F,Unemployed,5,8.7
307,Guatemala,F,Employed for cash,6,1.9
307,Guatemala,F,Employed for kind,6,2.8
307,Guatemala,F,Unemployed,6,2.8
377,Guatemala,M,Employed for cash,2,6.6
377,Guatemala,M,Employed for kind,2,10.5
377,Guatemala,M,Unemployed,2,12.7
97,Guatemala,M,Employed for cash,3,2.3
97,Guatemala,M,Employed for kind,3,2.2
97,Guatemala,M,Unemployed,3,5.2
167,Guatemala,M,Employed for cash,4,1.9
167,Guatemala,M,Employed for kind,4,2.6
167,Guatemala,M,Unemployed,4,3.3
237,Guatemala,M,Employed for cash,5,3.9
237,Guatemala,M,Employed for kind,5,7.2
237,Guatemala,M,Unemployed,5,6.9
307,Guatemala,M,Employed for cash,6,1.4
307,Guatemala,M,Employed for kind,6,1.6
307,Guatemala,M,Unemployed,6,2.5
28,Guinea,F,Employed for cash,1,22.5
28,Guinea,F,Unemployed,1,22.7
28,Guinea,F,Employed for kind,1,25.5
28,Guinea,M,Employed for kind,1,15.7
28,Guinea,M,Employed for cash,1,16.6
28,Guinea,M,Unemployed,1,20.7
378,Guinea,F,Employed for cash,2,66.0
378,Guinea,F,Employed for kind,2,69.9
378,Guinea,F,Unemployed,2,65.6
98,Guinea,F,Employed for cash,3,50.3
98,Guinea,F,Employed for kind,3,48.7
98,Guinea,F,Unemployed,3,47.7
168,Guinea,F,Employed for cash,4,49.9
168,Guinea,F,Employed for kind,4,60.2
168,Guinea,F,Unemployed,4,51.5
238,Guinea,F,Employed for cash,5,49.3
238,Guinea,F,Employed for kind,5,58.5
238,Guinea,F,Unemployed,5,49.1
308,Guinea,F,Employed for cash,6,47.4
308,Guinea,F,Employed for kind,6,49.2
308,Guinea,F,Unemployed,6,46.2
378,Guinea,M,Employed for cash,2,55.5
378,Guinea,M,Employed for kind,2,56.4
378,Guinea,M,Unemployed,2,52.2
98,Guinea,M,Employed for cash,3,32.9
98,Guinea,M,Employed for kind,3,32.0
98,Guinea,M,Unemployed,3,31.3
168,Guinea,M,Employed for cash,4,38.8
168,Guinea,M,Employed for kind,4,37.4
168,Guinea,M,Unemployed,4,34.6
238,Guinea,M,Employed for cash,5,44.3
238,Guinea,M,Employed for kind,5,42.6
238,Guinea,M,Unemployed,5,41.9
308,Guinea,M,Employed for cash,6,25.5
308,Guinea,M,Employed for kind,6,27.1
308,Guinea,M,Unemployed,6,21.7
29,Guyana,F,Employed for cash,1,2.1
29,Guyana,F,Unemployed,1,4.3
29,Guyana,F,Employed for kind,1,5.5
29,Guyana,M,Employed for kind,1,3.2
29,Guyana,M,Employed for cash,1,3.8
29,Guyana,M,Unemployed,1,4.4
379,Guyana,F,Employed for cash,2,12.0
379,Guyana,F,Employed for kind,2,26.0
379,Guyana,F,Unemployed,2,18.8
99,Guyana,F,Employed for cash,3,4.8
99,Guyana,F,Employed for kind,3,11.5
99,Guyana,F,Unemployed,3,7.7
169,Guyana,F,Employed for cash,4,3.6
169,Guyana,F,Employed for kind,4,10.0
169,Guyana,F,Unemployed,4,7.0
239,Guyana,F,Employed for cash,5,8.9
239,Guyana,F,Employed for kind,5,21.3
239,Guyana,F,Unemployed,5,13.2
309,Guyana,F,Employed for cash,6,3.2
309,Guyana,F,Employed for kind,6,13.9
309,Guyana,F,Unemployed,6,4.8
379,Guyana,M,Employed for cash,2,18.7
379,Guyana,M,Employed for kind,2,30.8
379,Guyana,M,Unemployed,2,21.6
99,Guyana,M,Employed for cash,3,7.5
99,Guyana,M,Employed for kind,3,23.2
99,Guyana,M,Unemployed,3,8.3
169,Guyana,M,Employed for cash,4,6.4
169,Guyana,M,Employed for kind,4,21.4
169,Guyana,M,Unemployed,4,7.2
239,Guyana,M,Employed for cash,5,12.8
239,Guyana,M,Employed for kind,5,25.3
239,Guyana,M,Unemployed,5,14.5
309,Guyana,M,Employed for cash,6,3.5
309,Guyana,M,Employed for kind,6,5.3
309,Guyana,M,Unemployed,6,3.8
30,Haiti,F,Employed for cash,1,3.2
30,Haiti,F,Unemployed,1,4.9
30,Haiti,F,Employed for kind,1,6.0
30,Haiti,M,Employed for kind,1,1.0
30,Haiti,M,Employed for cash,1,1.4
30,Haiti,M,Unemployed,1,2.9
380,Haiti,F,Employed for cash,2,15.5
380,Haiti,F,Employed for kind,2,16.4
380,Haiti,F,Unemployed,2,17.9
100,Haiti,F,Employed for cash,3,2.4
100,Haiti,F,Employed for kind,3,3.9
100,Haiti,F,Unemployed,3,2.6
170,Haiti,F,Employed for cash,4,11.0
170,Haiti,F,Employed for kind,4,8.2
170,Haiti,F,Unemployed,4,11.4
240,Haiti,F,Employed for cash,5,9.2
240,Haiti,F,Employed for kind,5,8.6
240,Haiti,F,Unemployed,5,11.3
310,Haiti,F,Employed for cash,6,4.6
310,Haiti,F,Employed for kind,6,6.3
310,Haiti,F,Unemployed,6,4.9
380,Haiti,M,Employed for cash,2,9.8
380,Haiti,M,Employed for kind,2,10.9
380,Haiti,M,Unemployed,2,13.6
100,Haiti,M,Employed for cash,3,1.5
100,Haiti,M,Employed for kind,3,1.2
100,Haiti,M,Unemployed,3,2.0
170,Haiti,M,Employed for cash,4,6.4
170,Haiti,M,Employed for kind,4,7.4
170,Haiti,M,Unemployed,4,7.7
240,Haiti,M,Employed for cash,5,5.2
240,Haiti,M,Employed for kind,5,4.5
240,Haiti,M,Unemployed,5,8.8
310,Haiti,M,Employed for cash,6,2.1
310,Haiti,M,Employed for kind,6,3.0
310,Haiti,M,Unemployed,6,3.4
31,Honduras,F,Employed for cash,1,3.6
31,Honduras,F,Unemployed,1,4.8
31,Honduras,F,Employed for kind,1,6.3
31,Honduras,M,Unemployed,1,1.2
31,Honduras,M,Employed for cash,1,2.9
31,Honduras,M,Employed for kind,1,6.5
381,Honduras,F,Employed for cash,2,11.2
381,Honduras,F,Employed for kind,2,17.8
381,Honduras,F,Unemployed,2,13.1
101,Honduras,F,Employed for cash,3,4.0
101,Honduras,F,Employed for kind,3,7.3
101,Honduras,F,Unemployed,3,5.5
171,Honduras,F,Employed for cash,4,3.7
171,Honduras,F,Employed for kind,4,6.9
171,Honduras,F,Unemployed,4,4.7
241,Honduras,F,Employed for cash,5,8.7
241,Honduras,F,Employed for kind,5,14.1
241,Honduras,F,Unemployed,5,9.8
311,Honduras,F,Employed for cash,6,2.1
311,Honduras,F,Employed for kind,6,3.8
311,Honduras,F,Unemployed,6,2.5
381,Honduras,M,Employed for cash,2,9.7
381,Honduras,M,Employed for kind,2,14.9
381,Honduras,M,Unemployed,2,6.4
101,Honduras,M,Employed for cash,3,4.0
101,Honduras,M,Employed for kind,3,6.9
101,Honduras,M,Unemployed,3,2.1
171,Honduras,M,Employed for cash,4,2.9
171,Honduras,M,Employed for kind,4,6.8
171,Honduras,M,Unemployed,4,0.8
241,Honduras,M,Employed for cash,5,7.0
241,Honduras,M,Employed for kind,5,11.3
241,Honduras,M,Unemployed,5,4.9
311,Honduras,M,Employed for cash,6,2.4
311,Honduras,M,Employed for kind,6,4.1
311,Honduras,M,Unemployed,6,0.7
32,India,F,Unemployed,1,17.8
32,India,F,Employed for cash,1,21.4
32,India,F,Employed for kind,1,25.8
32,India,M,Employed for cash,1,9.9
32,India,M,Unemployed,1,9.9
32,India,M,Employed for kind,1,14.1
382,India,F,Employed for cash,2,50.9
382,India,F,Employed for kind,2,52.4
382,India,F,Unemployed,2,41.8
102,India,F,Employed for cash,3,33.6
102,India,F,Employed for kind,3,36.6
102,India,F,Unemployed,3,26.9
172,India,F,Employed for cash,4,30.6
172,India,F,Employed for kind,4,31.9
172,India,F,Unemployed,4,24.1
242,India,F,Employed for cash,5,38.7
242,India,F,Employed for kind,5,37.3
242,India,F,Unemployed,5,30.3
312,India,F,Employed for cash,6,15.2
312,India,F,Employed for kind,6,17.8
312,India,F,Unemployed,6,12.3
382,India,M,Employed for cash,2,31.7
382,India,M,Employed for kind,2,39.1
382,India,M,Unemployed,2,29.8
102,India,M,Employed for cash,3,20.2
102,India,M,Employed for kind,3,25.9
102,India,M,Unemployed,3,19.3
172,India,M,Employed for cash,4,15.7
172,India,M,Employed for kind,4,20.2
172,India,M,Unemployed,4,15.4
242,India,M,Employed for cash,5,19.8
242,India,M,Employed for kind,5,24.0
242,India,M,Unemployed,5,18.2
312,India,M,Employed for cash,6,8.8
312,India,M,Employed for kind,6,10.9
312,India,M,Unemployed,6,8.9
33,Indonesia,F,Employed for cash,1,2.2
33,Indonesia,F,Unemployed,1,2.4
33,Indonesia,F,Employed for kind,1,4.0
33,Indonesia,M,Unemployed,1,0.0
33,Indonesia,M,Employed for cash,1,0.8
33,Indonesia,M,Employed for kind,1,1.4
383,Indonesia,F,Employed for cash,2,31.9
383,Indonesia,F,Employed for kind,2,37.8
383,Indonesia,F,Unemployed,2,36.3
103,Indonesia,F,Employed for cash,3,4.8
103,Indonesia,F,Employed for kind,3,8.4
103,Indonesia,F,Unemployed,3,5.7
173,Indonesia,F,Employed for cash,4,22.2
173,Indonesia,F,Employed for kind,4,28.2
173,Indonesia,F,Unemployed,4,24.7
243,Indonesia,F,Employed for cash,5,25.2
243,Indonesia,F,Employed for kind,5,29.5
243,Indonesia,F,Unemployed,5,28.9
313,Indonesia,F,Employed for cash,6,8.5
313,Indonesia,F,Employed for kind,6,11.0
313,Indonesia,F,Unemployed,6,8.7
383,Indonesia,M,Employed for cash,2,18.0
383,Indonesia,M,Employed for kind,2,22.3
383,Indonesia,M,Unemployed,2,6.4
103,Indonesia,M,Employed for cash,3,3.2
103,Indonesia,M,Employed for kind,3,5.9
103,Indonesia,M,Unemployed,3,5.5
173,Indonesia,M,Employed for cash,4,12.0
173,Indonesia,M,Employed for kind,4,16.6
173,Indonesia,M,Unemployed,4,0.0
243,Indonesia,M,Employed for cash,5,12.6
243,Indonesia,M,Employed for kind,5,13.1
243,Indonesia,M,Unemployed,5,2.4
313,Indonesia,M,Employed for cash,6,3.0
313,Indonesia,M,Employed for kind,6,5.4
313,Indonesia,M,Unemployed,6,4.2
34,Jordan,F,Employed for cash,1,0.0
34,Jordan,F,Employed for kind,1,2.1
34,Jordan,F,Unemployed,1,2.4
384,Jordan,F,Employed for cash,2,0.0
384,Jordan,F,Employed for kind,2,10.5
384,Jordan,F,Unemployed,2,14.7
104,Jordan,F,Employed for cash,3,0.0
104,Jordan,F,Employed for kind,3,4.8
104,Jordan,F,Unemployed,3,6.1
174,Jordan,F,Employed for cash,4,0.0
174,Jordan,F,Employed for kind,4,4.4
174,Jordan,F,Unemployed,4,7.6
244,Jordan,F,Employed for cash,5,0.0
244,Jordan,F,Employed for kind,5,4.6
244,Jordan,F,Unemployed,5,7.1
314,Jordan,F,Employed for cash,6,0.0
314,Jordan,F,Employed for kind,6,0.0
314,Jordan,F,Unemployed,6,0.0
384,Jordan,M,Employed for cash,2,0.0
384,Jordan,M,Employed for kind,2,28.3
384,Jordan,M,Unemployed,2,32.7
104,Jordan,M,Employed for cash,3,0.0
104,Jordan,M,Employed for kind,3,15.8
104,Jordan,M,Unemployed,3,19.7
34,Jordan,M,Employed for cash,1,0.0
34,Jordan,M,Employed for kind,1,5.3
34,Jordan,M,Unemployed,1,12.2
174,Jordan,M,Employed for cash,4,0.0
174,Jordan,M,Employed for kind,4,17.0
174,Jordan,M,Unemployed,4,20.5
244,Jordan,M,Employed for cash,5,0.0
244,Jordan,M,Employed for kind,5,10.8
244,Jordan,M,Unemployed,5,16.1
314,Jordan,M,Employed for cash,6,0.0
314,Jordan,M,Employed for kind,6,0.0
314,Jordan,M,Unemployed,6,0.0
385,Kenya,F,Employed for cash,2,38.6
385,Kenya,F,Employed for kind,2,53.7
385,Kenya,F,Unemployed,2,42.0
105,Kenya,F,Employed for cash,3,18.4
105,Kenya,F,Employed for kind,3,30.8
105,Kenya,F,Unemployed,3,21.0
35,Kenya,F,Employed for cash,1,5.9
35,Kenya,F,Employed for kind,1,10.1
35,Kenya,F,Unemployed,1,7.6
175,Kenya,F,Employed for cash,4,20.0
175,Kenya,F,Employed for kind,4,28.0
175,Kenya,F,Unemployed,4,22.0
245,Kenya,F,Employed for cash,5,30.5
245,Kenya,F,Employed for kind,5,42.7
245,Kenya,F,Unemployed,5,33.9
315,Kenya,F,Employed for cash,6,13.8
315,Kenya,F,Employed for kind,6,22.6
315,Kenya,F,Unemployed,6,14.1
385,Kenya,M,Employed for cash,2,35.8
385,Kenya,M,Employed for kind,2,45.6
