RecordID,Country,Gender,Education,Question Type,Value
155,Comoros,M,Secondary,4,7.1
225,Comoros,M,Higher,5,3.5
225,Comoros,M,No education,5,6.6
225,Comoros,M,Primary,5,8.1
225,Comoros,M,Secondary,5,9.6
295,Comoros,M,Higher,6,2.0
295,Comoros,M,No education,6,10.9
295,Comoros,M,Primary,6,7.9
295,Comoros,M,Secondary,6,8.7
16,Congo,F,Higher,1,0.0
16,Congo,F,No education,1,0.0
16,Congo,F,Primary,1,0.0
16,Congo,F,Secondary,1,0.0
16,Congo,M,Higher,1,0.0
16,Congo,M,No education,1,0.0
16,Congo,M,Primary,1,0.0
16,Congo,M,Secondary,1,0.0
366,Congo,F,Higher,2,48.5
366,Congo,F,No education,2,59.5
366,Congo,F,Primary,2,61.2
366,Congo,F,Secondary,2,61.5
86,Congo,F,Higher,3,0.0
86,Congo,F,No education,3,0.0
86,Congo,F,Primary,3,0.0
86,Congo,F,Secondary,3,0.0
156,Congo,F,Higher,4,22.5
156,Congo,F,No education,4,41.2
156,Congo,F,Primary,4,44.1
156,Congo,F,Secondary,4,41.1
226,Congo,F,Higher,5,38.3
226,Congo,F,No education,5,44.2
226,Congo,F,Primary,5,47.6
226,Congo,F,Secondary,5,47.4
296,Congo,F,Higher,6,14.4
296,Congo,F,No education,6,35.1
296,Congo,F,Primary,6,31.4
296,Congo,F,Secondary,6,24.6
366,Congo,M,Higher,2,29.4
366,Congo,M,No education,2,32.3
366,Congo,M,Primary,2,44.6
366,Congo,M,Secondary,2,45.3
86,Congo,M,Higher,3,0.0
86,Congo,M,No education,3,0.0
86,Congo,M,Primary,3,0.0
86,Congo,M,Secondary,3,0.0
156,Congo,M,Higher,4,13.9
156,Congo,M,No education,4,18.8
156,Congo,M,Primary,4,22.5
156,Congo,M,Secondary,4,23.8
226,Congo,M,Higher,5,21.2
226,Congo,M,No education,5,24.5
226,Congo,M,Primary,5,32.3
226,Congo,M,Secondary,5,32.9
296,Congo,M,Higher,6,11.8
296,Congo,M,No education,6,9.3
296,Congo,M,Primary,6,18.0
296,Congo,M,Secondary,6,12.4
17,Congo Democratic Republic,F,Higher,1,6.1
17,Congo Democratic Republic,F,Secondary,1,22.5
17,Congo Democratic Republic,F,No education,1,24.1
17,Congo Democratic Republic,F,Primary,1,28.5
17,Congo Democratic Republic,M,Higher,1,3.3
17,Congo Democratic Republic,M,No education,1,15.6
17,Congo Democratic Republic,M,Secondary,1,16.0
17,Congo Democratic Republic,M,Primary,1,17.2
367,Congo Democratic Republic,F,Higher,2,49.8
367,Congo Democratic Republic,F,No education,2,75.4
367,Congo Democratic Republic,F,Primary,2,76.2
367,Congo Democratic Republic,F,Secondary,2,75.4
87,Congo Democratic Republic,F,Higher,3,33.1
87,Congo Democratic Republic,F,No education,3,58.7
87,Congo Democratic Republic,F,Primary,3,59.7
87,Congo Democratic Republic,F,Secondary,3,57.6
157,Congo Democratic Republic,F,Higher,4,22.6
157,Congo Democratic Republic,F,No education,4,49.7
157,Congo Democratic Republic,F,Primary,4,51.8
157,Congo Democratic Republic,F,Secondary,4,48.8
227,Congo Democratic Republic,F,Higher,5,33.3
227,Congo Democratic Republic,F,No education,5,50.2
227,Congo Democratic Republic,F,Primary,5,51.6
227,Congo Democratic Republic,F,Secondary,5,53.2
297,Congo Democratic Republic,F,Higher,6,18.4
297,Congo Democratic Republic,F,No education,6,50.7
297,Congo Democratic Republic,F,Primary,6,49.3
297,Congo Democratic Republic,F,Secondary,6,38.1
367,Congo Democratic Republic,M,Higher,2,41.7
367,Congo Democratic Republic,M,No education,2,63.9
367,Congo Democratic Republic,M,Primary,2,64.9
367,Congo Democratic Republic,M,Secondary,2,62.1
87,Congo Democratic Republic,M,Higher,3,25.3
87,Congo Democratic Republic,M,No education,3,42.0
87,Congo Democratic Republic,M,Primary,3,46.3
87,Congo Democratic Republic,M,Secondary,3,43.1
157,Congo Democratic Republic,M,Higher,4,16.6
157,Congo Democratic Republic,M,No education,4,32.9
157,Congo Democratic Republic,M,Primary,4,37.1
157,Congo Democratic Republic,M,Secondary,4,33.2
227,Congo Democratic Republic,M,Higher,5,23.7
227,Congo Democratic Republic,M,No education,5,42.5
227,Congo Democratic Republic,M,Primary,5,41.3
227,Congo Democratic Republic,M,Secondary,5,41.8
297,Congo Democratic Republic,M,Higher,6,6.7
297,Congo Democratic Republic,M,No education,6,30.8
297,Congo Democratic Republic,M,Primary,6,29.7
297,Congo Democratic Republic,M,Secondary,6,23.0
18,Cote d'Ivoire,F,Higher,1,2.3
18,Cote d'Ivoire,F,Secondary,1,9.8
18,Cote d'Ivoire,F,Primary,1,17.9
18,Cote d'Ivoire,F,No education,1,18.7
18,Cote d'Ivoire,M,Higher,1,5.0
18,Cote d'Ivoire,M,Secondary,1,11.8
18,Cote d'Ivoire,M,No education,1,13.3
18,Cote d'Ivoire,M,Primary,1,14.5
368,Cote d'Ivoire,F,Higher,2,17.8
368,Cote d'Ivoire,F,No education,2,51.3
368,Cote d'Ivoire,F,Primary,2,50.1
368,Cote d'Ivoire,F,Secondary,2,39.5
88,Cote d'Ivoire,F,Higher,3,7.2
88,Cote d'Ivoire,F,No education,3,38.9
88,Cote d'Ivoire,F,Primary,3,34.7
88,Cote d'Ivoire,F,Secondary,3,24.6
158,Cote d'Ivoire,F,Higher,4,2.7
158,Cote d'Ivoire,F,No education,4,32.0
158,Cote d'Ivoire,F,Primary,4,26.9
158,Cote d'Ivoire,F,Secondary,4,14.0
228,Cote d'Ivoire,F,Higher,5,8.8
228,Cote d'Ivoire,F,No education,5,36.3
228,Cote d'Ivoire,F,Primary,5,32.6
228,Cote d'Ivoire,F,Secondary,5,26.2
298,Cote d'Ivoire,F,Higher,6,2.9
298,Cote d'Ivoire,F,No education,6,28.3
298,Cote d'Ivoire,F,Primary,6,18.2
298,Cote d'Ivoire,F,Secondary,6,9.3
368,Cote d'Ivoire,M,Higher,2,19.1
368,Cote d'Ivoire,M,No education,2,44.7
368,Cote d'Ivoire,M,Primary,2,45.9
368,Cote d'Ivoire,M,Secondary,2,40.5
88,Cote d'Ivoire,M,Higher,3,10.8
88,Cote d'Ivoire,M,No education,3,30.4
88,Cote d'Ivoire,M,Primary,3,29.2
88,Cote d'Ivoire,M,Secondary,3,20.9
158,Cote d'Ivoire,M,Higher,4,5.5
158,Cote d'Ivoire,M,No education,4,28.0
158,Cote d'Ivoire,M,Primary,4,24.3
158,Cote d'Ivoire,M,Secondary,4,17.2
228,Cote d'Ivoire,M,Higher,5,10.9
228,Cote d'Ivoire,M,No education,5,30.2
228,Cote d'Ivoire,M,Primary,5,31.5
228,Cote d'Ivoire,M,Secondary,5,28.6
298,Cote d'Ivoire,M,Higher,6,1.3
298,Cote d'Ivoire,M,No education,6,15.9
298,Cote d'Ivoire,M,Primary,6,14.4
298,Cote d'Ivoire,M,Secondary,6,7.4
19,Dominican Republic,F,Higher,1,0.0
19,Dominican Republic,F,Secondary,1,0.5
19,Dominican Republic,F,Primary,1,1.3
19,Dominican Republic,F,No education,1,1.9
19,Dominican Republic,M,Higher,1,0.0
19,Dominican Republic,M,Secondary,1,0.6
19,Dominican Republic,M,Primary,1,1.5
19,Dominican Republic,M,No education,1,3.1
369,Dominican Republic,F,Higher,2,0.5
369,Dominican Republic,F,No education,2,3.9
369,Dominican Republic,F,Primary,2,4.4
369,Dominican Republic,F,Secondary,2,2.0
89,Dominican Republic,F,Higher,3,0.2
89,Dominican Republic,F,No education,3,3.3
89,Dominican Republic,F,Primary,3,1.2
89,Dominican Republic,F,Secondary,3,0.5
159,Dominican Republic,F,Higher,4,0.2
159,Dominican Republic,F,No education,4,1.9
159,Dominican Republic,F,Primary,4,1.5
159,Dominican Republic,F,Secondary,4,0.7
229,Dominican Republic,F,Higher,5,0.3
229,Dominican Republic,F,No education,5,2.5
229,Dominican Republic,F,Primary,5,3.3
229,Dominican Republic,F,Secondary,5,1.5
299,Dominican Republic,F,Higher,6,0.2
299,Dominican Republic,F,No education,6,2.1
299,Dominican Republic,F,Primary,6,0.6
299,Dominican Republic,F,Secondary,6,0.3
369,Dominican Republic,M,Higher,2,0.9
369,Dominican Republic,M,No education,2,10.4
369,Dominican Republic,M,Primary,2,6.6
369,Dominican Republic,M,Secondary,2,2.7
89,Dominican Republic,M,Higher,3,0.1
89,Dominican Republic,M,No education,3,3.0
89,Dominican Republic,M,Primary,3,1.7
89,Dominican Republic,M,Secondary,3,0.7
159,Dominican Republic,M,Higher,4,0.2
159,Dominican Republic,M,No education,4,5.0
159,Dominican Republic,M,Primary,4,3.9
159,Dominican Republic,M,Secondary,4,1.1
229,Dominican Republic,M,Higher,5,0.3
229,Dominican Republic,M,No education,5,6.0
229,Dominican Republic,M,Primary,5,3.9
229,Dominican Republic,M,Secondary,5,1.4
299,Dominican Republic,M,Higher,6,0.3
299,Dominican Republic,M,No education,6,0.9
299,Dominican Republic,M,Primary,6,0.9
299,Dominican Republic,M,Secondary,6,0.5
20,Egypt,F,Higher,1,1.1
20,Egypt,F,Secondary,1,4.9
20,Egypt,F,Primary,1,10.9
20,Egypt,F,No education,1,13.1
20,Egypt,M,Higher,1,0.0
20,Egypt,M,No education,1,0.0
20,Egypt,M,Primary,1,0.0
20,Egypt,M,Secondary,1,0.0
370,Egypt,F,Higher,2,13.3
370,Egypt,F,No education,2,53.1
370,Egypt,F,Primary,2,47.2
370,Egypt,F,Secondary,2,31.3
90,Egypt,F,Higher,3,2.5
90,Egypt,F,No education,3,23.4
90,Egypt,F,Primary,3,20.4
90,Egypt,F,Secondary,3,9.0
160,Egypt,F,Higher,4,6.5
160,Egypt,F,No education,4,41.8
160,Egypt,F,Primary,4,36.7
160,Egypt,F,Secondary,4,20.9
230,Egypt,F,Higher,5,6.0
230,Egypt,F,No education,5,38.6
230,Egypt,F,Primary,5,34.8
230,Egypt,F,Secondary,5,20.2
300,Egypt,F,Higher,6,6.7
300,Egypt,F,No education,6,33.4
300,Egypt,F,Primary,6,28.6
300,Egypt,F,Secondary,6,15.4
370,Egypt,M,Higher,2,0.0
370,Egypt,M,No education,2,0.0
370,Egypt,M,Primary,2,0.0
370,Egypt,M,Secondary,2,0.0
90,Egypt,M,Higher,3,0.0
90,Egypt,M,No education,3,0.0
90,Egypt,M,Primary,3,0.0
90,Egypt,M,Secondary,3,0.0
160,Egypt,M,Higher,4,0.0
160,Egypt,M,No education,4,0.0
160,Egypt,M,Primary,4,0.0
160,Egypt,M,Secondary,4,0.0
230,Egypt,M,Higher,5,0.0
230,Egypt,M,No education,5,0.0
230,Egypt,M,Primary,5,0.0
230,Egypt,M,Secondary,5,0.0
300,Egypt,M,Higher,6,0.0
300,Egypt,M,No education,6,0.0
300,Egypt,M,Primary,6,0.0
300,Egypt,M,Secondary,6,0.0
21,Eritrea,F,Higher,1,5.1
21,Eritrea,F,Secondary,1,15.7
21,Eritrea,F,Primary,1,31.0
21,Eritrea,F,No education,1,33.8
21,Eritrea,M,Higher,1,0.0
21,Eritrea,M,No education,1,0.0
21,Eritrea,M,Primary,1,0.0
21,Eritrea,M,Secondary,1,0.0
371,Eritrea,F,Higher,2,32.1
371,Eritrea,F,No education,2,77.5
371,Eritrea,F,Primary,2,73.9
371,Eritrea,F,Secondary,2,50.3
91,Eritrea,F,Higher,3,9.8
91,Eritrea,F,No education,3,55.1
91,Eritrea,F,Primary,3,43.3
91,Eritrea,F,Secondary,3,20.9
161,Eritrea,F,Higher,4,9.3
161,Eritrea,F,No education,4,61.5
161,Eritrea,F,Primary,4,52.8
161,Eritrea,F,Secondary,4,26.8
231,Eritrea,F,Higher,5,18.8
231,Eritrea,F,No education,5,55.2
231,Eritrea,F,Primary,5,54.7
231,Eritrea,F,Secondary,5,36.3
301,Eritrea,F,Higher,6,9.0
301,Eritrea,F,No education,6,58.3
301,Eritrea,F,Primary,6,47.3
301,Eritrea,F,Secondary,6,23.8
371,Eritrea,M,Higher,2,0.0
371,Eritrea,M,No education,2,0.0
371,Eritrea,M,Primary,2,0.0
371,Eritrea,M,Secondary,2,0.0
91,Eritrea,M,Higher,3,0.0
91,Eritrea,M,No education,3,0.0
91,Eritrea,M,Primary,3,0.0
91,Eritrea,M,Secondary,3,0.0
161,Eritrea,M,Higher,4,0.0
161,Eritrea,M,No education,4,0.0
161,Eritrea,M,Primary,4,0.0
161,Eritrea,M,Secondary,4,0.0
231,Eritrea,M,Higher,5,0.0
231,Eritrea,M,No education,5,0.0
231,Eritrea,M,Primary,5,0.0
231,Eritrea,M,Secondary,5,0.0
301,Eritrea,M,Higher,6,0.0
301,Eritrea,M,No education,6,0.0
301,Eritrea,M,Primary,6,0.0
301,Eritrea,M,Secondary,6,0.0
22,Eswatini,F,Higher,1,0.2
22,Eswatini,F,Secondary,1,1.4
22,Eswatini,F,Primary,1,5.2
22,Eswatini,F,No education,1,5.3
22,Eswatini,M,Higher,1,1.0
22,Eswatini,M,Secondary,1,2.8
22,Eswatini,M,No education,1,4.1
22,Eswatini,M,Primary,1,6.8
372,Eswatini,F,Higher,2,3.9
372,Eswatini,F,No education,2,30.1
372,Eswatini,F,Primary,2,31.4
372,Eswatini,F,Secondary,2,19.7
92,Eswatini,F,Higher,3,2.1
92,Eswatini,F,No education,3,23.9
92,Eswatini,F,Primary,3,23.9
92,Eswatini,F,Secondary,3,13.8
162,Eswatini,F,Higher,4,1.2
162,Eswatini,F,No education,4,11.8
162,Eswatini,F,Primary,4,13.9
162,Eswatini,F,Secondary,4,7.1
232,Eswatini,F,Higher,5,1.4
232,Eswatini,F,No education,5,12.2
232,Eswatini,F,Primary,5,14.9
232,Eswatini,F,Secondary,5,10.0
302,Eswatini,F,Higher,6,0.3
302,Eswatini,F,No education,6,7.6
302,Eswatini,F,Primary,6,5.8
302,Eswatini,F,Secondary,6,1.5
372,Eswatini,M,Higher,2,10.4
372,Eswatini,M,No education,2,28.0
372,Eswatini,M,Primary,2,40.9
372,Eswatini,M,Secondary,2,28.5
92,Eswatini,M,Higher,3,7.7
92,Eswatini,M,No education,3,21.1
92,Eswatini,M,Primary,3,30.6
92,Eswatini,M,Secondary,3,19.8
162,Eswatini,M,Higher,4,4.1
162,Eswatini,M,No education,4,11.5
162,Eswatini,M,Primary,4,21.0
162,Eswatini,M,Secondary,4,12.9
232,Eswatini,M,Higher,5,5.1
232,Eswatini,M,No education,5,12.2
232,Eswatini,M,Primary,5,21.0
232,Eswatini,M,Secondary,5,13.3
302,Eswatini,M,Higher,6,1.5
302,Eswatini,M,No education,6,6.1
302,Eswatini,M,Primary,6,6.3
302,Eswatini,M,Secondary,6,1.9
23,Ethiopia,F,Higher,1,6.4
23,Ethiopia,F,Secondary,1,17.7
23,Ethiopia,F,Primary,1,39.4
23,Ethiopia,F,No education,1,49.3
23,Ethiopia,M,Higher,1,3.2
23,Ethiopia,M,Secondary,1,5.3
23,Ethiopia,M,Primary,1,12.3
23,Ethiopia,M,No education,1,16.7
373,Ethiopia,F,Higher,2,26.1
373,Ethiopia,F,No education,2,71.9
373,Ethiopia,F,Primary,2,63.7
373,Ethiopia,F,Secondary,2,41.9
93,Ethiopia,F,Higher,3,9.6
93,Ethiopia,F,No education,3,50.9
93,Ethiopia,F,Primary,3,42.3
93,Ethiopia,F,Secondary,3,21.4
163,Ethiopia,F,Higher,4,11.7
163,Ethiopia,F,No education,4,52.2
163,Ethiopia,F,Primary,4,42.3
163,Ethiopia,F,Secondary,4,25.2
233,Ethiopia,F,Higher,5,19.6
233,Ethiopia,F,No education,5,54.5
233,Ethiopia,F,Primary,5,47.7
233,Ethiopia,F,Secondary,5,31.2
303,Ethiopia,F,Higher,6,5.6
303,Ethiopia,F,No education,6,44.0
303,Ethiopia,F,Primary,6,32.9
303,Ethiopia,F,Secondary,6,16.1
373,Ethiopia,M,Higher,2,11.2
373,Ethiopia,M,No education,2,36.0
373,Ethiopia,M,Primary,2,29.0
373,Ethiopia,M,Secondary,2,18.0
93,Ethiopia,M,Higher,3,5.5
93,Ethiopia,M,No education,3,21.5
93,Ethiopia,M,Primary,3,17.4
93,Ethiopia,M,Secondary,3,7.9
163,Ethiopia,M,Higher,4,5.6
163,Ethiopia,M,No education,4,22.4
163,Ethiopia,M,Primary,4,17.7
163,Ethiopia,M,Secondary,4,10.2
233,Ethiopia,M,Higher,5,7.5
233,Ethiopia,M,No education,5,25.9
233,Ethiopia,M,Primary,5,19.3
233,Ethiopia,M,Secondary,5,13.0
303,Ethiopia,M,Higher,6,4.3
303,Ethiopia,M,No education,6,17.4
303,Ethiopia,M,Primary,6,13.3
303,Ethiopia,M,Secondary,6,6.4
24,Gabon,F,Higher,1,2.2
24,Gabon,F,Secondary,1,9.6
24,Gabon,F,No education,1,15.9
24,Gabon,F,Primary,1,16.6
24,Gabon,M,Higher,1,3.5
24,Gabon,M,Primary,1,6.9
24,Gabon,M,Secondary,1,7.2
24,Gabon,M,No education,1,9.9
374,Gabon,F,Higher,2,24.1
374,Gabon,F,No education,2,58.7
374,Gabon,F,Primary,2,59.0
374,Gabon,F,Secondary,2,50.7
94,Gabon,F,Higher,3,10.9
94,Gabon,F,No education,3,37.1
94,Gabon,F,Primary,3,35.0
94,Gabon,F,Secondary,3,24.7
164,Gabon,F,Higher,4,3.8
164,Gabon,F,No education,4,35.6
164,Gabon,F,Primary,4,32.6
164,Gabon,F,Secondary,4,15.7
234,Gabon,F,Higher,5,17.1
234,Gabon,F,No education,5,50.2
234,Gabon,F,Primary,5,46.2
234,Gabon,F,Secondary,5,41.1
304,Gabon,F,Higher,6,2.2
304,Gabon,F,No education,6,23.2
304,Gabon,F,Primary,6,16.3
304,Gabon,F,Secondary,6,6.4
374,Gabon,M,Higher,2,23.5
374,Gabon,M,No education,2,37.4
374,Gabon,M,Primary,2,40.1
374,Gabon,M,Secondary,2,43.6
94,Gabon,M,Higher,3,11.3
94,Gabon,M,No education,3,21.3
94,Gabon,M,Primary,3,20.7
94,Gabon,M,Secondary,3,21.0
164,Gabon,M,Higher,4,6.3
164,Gabon,M,No education,4,16.3
164,Gabon,M,Primary,4,17.7
164,Gabon,M,Secondary,4,14.8
234,Gabon,M,Higher,5,16.4
234,Gabon,M,No education,5,26.3
234,Gabon,M,Primary,5,28.3
234,Gabon,M,Secondary,5,32.4
304,Gabon,M,Higher,6,1.7
304,Gabon,M,No education,6,15.7
304,Gabon,M,Primary,6,7.3
304,Gabon,M,Secondary,6,5.5
25,Gambia,F,Higher,1,1.9
25,Gambia,F,Secondary,1,7.0
25,Gambia,F,No education,1,13.4
25,Gambia,F,Primary,1,13.7
25,Gambia,M,Higher,1,2.3
25,Gambia,M,No education,1,4.7
25,Gambia,M,Secondary,1,7.0
25,Gambia,M,Primary,1,10.2
375,Gambia,F,Higher,2,28.2
375,Gambia,F,No education,2,67.8
375,Gambia,F,Primary,2,66.8
375,Gambia,F,Secondary,2,47.1
95,Gambia,F,Higher,3,4.2
95,Gambia,F,No education,3,29.8
95,Gambia,F,Primary,3,29.8
95,Gambia,F,Secondary,3,17.3
165,Gambia,F,Higher,4,11.9
165,Gambia,F,No education,4,52.0
165,Gambia,F,Primary,4,49.7
165,Gambia,F,Secondary,4,30.1
235,Gambia,F,Higher,5,12.8
235,Gambia,F,No education,5,42.1
235,Gambia,F,Primary,5,40.9
235,Gambia,F,Secondary,5,27.3
305,Gambia,F,Higher,6,17.4
305,Gambia,F,No education,6,54.7
305,Gambia,F,Primary,6,53.3
305,Gambia,F,Secondary,6,32.0
375,Gambia,M,Higher,2,15.4
375,Gambia,M,No education,2,35.2
375,Gambia,M,Primary,2,41.9
375,Gambia,M,Secondary,2,32.5
95,Gambia,M,Higher,3,2.7
95,Gambia,M,No education,3,12.0
95,Gambia,M,Primary,3,16.6
95,Gambia,M,Secondary,3,11.1
165,Gambia,M,Higher,4,8.3
165,Gambia,M,No education,4,24.6
165,Gambia,M,Primary,4,27.9
165,Gambia,M,Secondary,4,18.8
235,Gambia,M,Higher,5,10.2
235,Gambia,M,No education,5,19.9
235,Gambia,M,Primary,5,23.0
235,Gambia,M,Secondary,5,18.8
305,Gambia,M,Higher,6,4.6
305,Gambia,M,No education,6,23.4
305,Gambia,M,Primary,6,26.4
305,Gambia,M,Secondary,6,17.4
26,Ghana,F,Higher,1,1.1
26,Ghana,F,Secondary,1,4.7
26,Ghana,F,Primary,1,9.7
26,Ghana,F,No education,1,15.4
26,Ghana,M,Higher,1,0.9
26,Ghana,M,Secondary,1,2.8
26,Ghana,M,No education,1,4.0
26,Ghana,M,Primary,1,4.1
376,Ghana,F,Higher,2,4.2
376,Ghana,F,No education,2,47.1
376,Ghana,F,Primary,2,34.7
376,Ghana,F,Secondary,2,22.6
96,Ghana,F,Higher,3,1.6
96,Ghana,F,No education,3,30.3
96,Ghana,F,Primary,3,20.0
96,Ghana,F,Secondary,3,10.9
166,Ghana,F,Higher,4,2.3
166,Ghana,F,No education,4,30.8
166,Ghana,F,Primary,4,22.4
166,Ghana,F,Secondary,4,11.4
236,Ghana,F,Higher,5,3.1
236,Ghana,F,No education,5,36.6
236,Ghana,F,Primary,5,26.1
236,Ghana,F,Secondary,5,16.1
306,Ghana,F,Higher,6,1.1
306,Ghana,F,No education,6,29.0
306,Ghana,F,Primary,6,14.0
306,Ghana,F,Secondary,6,7.2
376,Ghana,M,Higher,2,3.1
376,Ghana,M,No education,2,23.5
376,Ghana,M,Primary,2,18.4
376,Ghana,M,Secondary,2,12.0
96,Ghana,M,Higher,3,1.6
96,Ghana,M,No education,3,9.0
96,Ghana,M,Primary,3,9.6
96,Ghana,M,Secondary,3,5.4
166,Ghana,M,Higher,4,1.7
166,Ghana,M,No education,4,15.5
166,Ghana,M,Primary,4,8.8
166,Ghana,M,Secondary,4,5.8
236,Ghana,M,Higher,5,1.8
236,Ghana,M,No education,5,15.7
236,Ghana,M,Primary,5,12.8
236,Ghana,M,Secondary,5,7.6
306,Ghana,M,Higher,6,1.5
306,Ghana,M,No education,6,12.8
306,Ghana,M,Primary,6,6.7
306,Ghana,M,Secondary,6,3.8
27,Guatemala,F,Higher,1,0.1
27,Guatemala,F,Secondary,1,1.1
27,Guatemala,F,Primary,1,5.7
27,Guatemala,F,No education,1,8.3
27,Guatemala,M,Higher,1,0.3
27,Guatemala,M,No education,1,0.9
27,Guatemala,M,Secondary,1,1.0
27,Guatemala,M,Primary,1,1.8
377,Guatemala,F,Higher,2,0.8
377,Guatemala,F,No education,2,18.3
377,Guatemala,F,Primary,2,14.3
377,Guatemala,F,Secondary,2,5.2
97,Guatemala,F,Higher,3,0.3
97,Guatemala,F,No education,3,5.7
97,Guatemala,F,Primary,3,4.5
97,Guatemala,F,Secondary,3,1.1
167,Guatemala,F,Higher,4,0.0
167,Guatemala,F,No education,4,6.2
167,Guatemala,F,Primary,4,5.0
167,Guatemala,F,Secondary,4,1.2
237,Guatemala,F,Higher,5,0.5
237,Guatemala,F,No education,5,11.9
237,Guatemala,F,Primary,5,9.9
237,Guatemala,F,Secondary,5,3.8
307,Guatemala,F,Higher,6,0.1
307,Guatemala,F,No education,6,4.4
307,Guatemala,F,Primary,6,3.4
307,Guatemala,F,Secondary,6,0.5
377,Guatemala,M,Higher,2,1.8
377,Guatemala,M,No education,2,8.7
377,Guatemala,M,Primary,2,8.1
377,Guatemala,M,Secondary,2,7.2
97,Guatemala,M,Higher,3,0.5
97,Guatemala,M,No education,3,2.1
97,Guatemala,M,Primary,3,2.8
97,Guatemala,M,Secondary,3,2.7
167,Guatemala,M,Higher,4,0.2
167,Guatemala,M,No education,4,2.4
167,Guatemala,M,Primary,4,2.7
167,Guatemala,M,Secondary,4,1.6
237,Guatemala,M,Higher,5,1.1
237,Guatemala,M,No education,5,5.1
237,Guatemala,M,Primary,5,4.9
237,Guatemala,M,Secondary,5,4.1
307,Guatemala,M,Higher,6,0.4
307,Guatemala,M,No education,6,1.0
307,Guatemala,M,Primary,6,1.8
307,Guatemala,M,Secondary,6,1.4
28,Guinea,F,Higher,1,8.2
28,Guinea,F,Secondary,1,15.8
28,Guinea,F,Primary,1,23.3
28,Guinea,F,No education,1,26.3
28,Guinea,M,Higher,1,9.2
28,Guinea,M,Secondary,1,13.0
28,Guinea,M,No education,1,19.7
28,Guinea,M,Primary,1,22.0
378,Guinea,F,Higher,2,46.8
378,Guinea,F,No education,2,70.9
378,Guinea,F,Primary,2,65.3
378,Guinea,F,Secondary,2,57.8
98,Guinea,F,Higher,3,19.4
98,Guinea,F,No education,3,53.0
98,Guinea,F,Primary,3,49.5
98,Guinea,F,Secondary,3,38.4
168,Guinea,F,Higher,4,28.9
168,Guinea,F,No education,4,58.3
168,Guinea,F,Primary,4,51.7
168,Guinea,F,Secondary,4,41.7
238,Guinea,F,Higher,5,32.9
238,Guinea,F,No education,5,55.8
238,Guinea,F,Primary,5,49.7
238,Guinea,F,Secondary,5,44.1
308,Guinea,F,Higher,6,25.4
308,Guinea,F,No education,6,51.9
308,Guinea,F,Primary,6,45.7
308,Guinea,F,Secondary,6,35.8
378,Guinea,M,Higher,2,39.9
378,Guinea,M,No education,2,64.5
378,Guinea,M,Primary,2,54.8
378,Guinea,M,Secondary,2,47.3
98,Guinea,M,Higher,3,20.4
98,Guinea,M,No education,3,39.8
98,Guinea,M,Primary,3,29.8
98,Guinea,M,Secondary,3,26.4
168,Guinea,M,Higher,4,23.8
168,Guinea,M,No education,4,47.3
168,Guinea,M,Primary,4,35.9
168,Guinea,M,Secondary,4,28.7
238,Guinea,M,Higher,5,30.9
238,Guinea,M,No education,5,50.2
238,Guinea,M,Primary,5,43.0
238,Guinea,M,Secondary,5,37.5
308,Guinea,M,Higher,6,10.7
308,Guinea,M,No education,6,34.0
308,Guinea,M,Primary,6,27.5
308,Guinea,M,Secondary,6,17.0
29,Guyana,F,Higher,1,0.0
29,Guyana,F,Secondary,1,3.1
29,Guyana,F,No education,1,5.6
29,Guyana,F,Primary,1,6.4
29,Guyana,M,Higher,1,0.1
29,Guyana,M,Secondary,1,3.3
29,Guyana,M,No education,1,3.7
29,Guyana,M,Primary,1,7.2
379,Guyana,F,Higher,2,3.1
379,Guyana,F,No education,2,15.4
379,Guyana,F,Primary,2,26.2
379,Guyana,F,Secondary,2,15.2
99,Guyana,F,Higher,3,0.7
99,Guyana,F,No education,3,7.6
99,Guyana,F,Primary,3,11.3
99,Guyana,F,Secondary,3,6.1
169,Guyana,F,Higher,4,0.7
169,Guyana,F,No education,4,10.4
169,Guyana,F,Primary,4,11.6
169,Guyana,F,Secondary,4,4.7
239,Guyana,F,Higher,5,2.6
239,Guyana,F,No education,5,10.4
239,Guyana,F,Primary,5,18.3
239,Guyana,F,Secondary,5,11.0
309,Guyana,F,Higher,6,0.4
309,Guyana,F,No education,6,3.8
309,Guyana,F,Primary,6,7.2
309,Guyana,F,Secondary,6,4.1
379,Guyana,M,Higher,2,8.6
379,Guyana,M,No education,2,34.0
379,Guyana,M,Primary,2,26.8
379,Guyana,M,Secondary,2,18.0
99,Guyana,M,Higher,3,2.1
99,Guyana,M,No education,3,16.4
99,Guyana,M,Primary,3,13.0
99,Guyana,M,Secondary,3,6.8
169,Guyana,M,Higher,4,1.2
169,Guyana,M,No education,4,8.8
169,Guyana,M,Primary,4,12.3
169,Guyana,M,Secondary,4,5.8
239,Guyana,M,Higher,5,6.2
239,Guyana,M,No education,5,24.8
239,Guyana,M,Primary,5,19.0
239,Guyana,M,Secondary,5,12.1
309,Guyana,M,Higher,6,2.2
309,Guyana,M,No education,6,4.9
309,Guyana,M,Primary,6,5.6
309,Guyana,M,Secondary,6,3.1
30,Haiti,F,Higher,1,0.1
30,Haiti,F,Secondary,1,2.9
30,Haiti,F,No education,1,4.7
30,Haiti,F,Primary,1,6.2
30,Haiti,M,Higher,1,0.2
30,Haiti,M,Secondary,1,1.6
