RecordID,Country,Gender,Marital Status,Question Type,Value
367,Congo Democratic Republic,M,Married or living together,2,56.5
367,Congo Democratic Republic,M,Never married,2,67.0
367,Congo Democratic Republic,M,"Widowed, divorced, separated",2,59.9
87,Congo Democratic Republic,M,Married or living together,3,38.8
87,Congo Democratic Republic,M,Never married,3,46.3
87,Congo Democratic Republic,M,"Widowed, divorced, separated",3,46.0
157,Congo Democratic Republic,M,Married or living together,4,29.5
157,Congo Democratic Republic,M,Never married,4,36.9
157,Congo Democratic Republic,M,"Widowed, divorced, separated",4,29.3
227,Congo Democratic Republic,M,Married or living together,5,36.8
227,Congo Democratic Republic,M,Never married,5,44.5
227,Congo Democratic Republic,M,"Widowed, divorced, separated",5,40.4
297,Congo Democratic Republic,M,Married or living together,6,21.4
297,Congo Democratic Republic,M,Never married,6,25.6
297,Congo Democratic Republic,M,"Widowed, divorced, separated",6,26.6
18,Cote d'Ivoire,F,Never married,1,12.1
18,Cote d'Ivoire,F,"Widowed, divorced, separated",1,15.9
18,Cote d'Ivoire,F,Married or living together,1,18.4
18,Cote d'Ivoire,M,"Widowed, divorced, separated",1,7.3
18,Cote d'Ivoire,M,Married or living together,1,9.7
18,Cote d'Ivoire,M,Never married,1,16.1
368,Cote d'Ivoire,F,Married or living together,2,50.4
368,Cote d'Ivoire,F,Never married,2,44.4
368,Cote d'Ivoire,F,"Widowed, divorced, separated",2,40.5
88,Cote d'Ivoire,F,Married or living together,3,37.8
88,Cote d'Ivoire,F,Never married,3,29.2
88,Cote d'Ivoire,F,"Widowed, divorced, separated",3,26.0
158,Cote d'Ivoire,F,Married or living together,4,30.6
158,Cote d'Ivoire,F,Never married,4,19.5
158,Cote d'Ivoire,F,"Widowed, divorced, separated",4,21.1
228,Cote d'Ivoire,F,Married or living together,5,34.7
228,Cote d'Ivoire,F,Never married,5,29.7
228,Cote d'Ivoire,F,"Widowed, divorced, separated",5,28.2
298,Cote d'Ivoire,F,Married or living together,6,25.0
298,Cote d'Ivoire,F,Never married,6,14.9
298,Cote d'Ivoire,F,"Widowed, divorced, separated",6,18.3
368,Cote d'Ivoire,M,Married or living together,2,37.4
368,Cote d'Ivoire,M,Never married,2,46.6
368,Cote d'Ivoire,M,"Widowed, divorced, separated",2,43.2
88,Cote d'Ivoire,M,Married or living together,3,23.6
88,Cote d'Ivoire,M,Never married,3,28.6
88,Cote d'Ivoire,M,"Widowed, divorced, separated",3,18.7
158,Cote d'Ivoire,M,Married or living together,4,21.8
158,Cote d'Ivoire,M,Never married,4,22.6
158,Cote d'Ivoire,M,"Widowed, divorced, separated",4,17.6
228,Cote d'Ivoire,M,Married or living together,5,25.7
228,Cote d'Ivoire,M,Never married,5,31.6
228,Cote d'Ivoire,M,"Widowed, divorced, separated",5,32.1
298,Cote d'Ivoire,M,Married or living together,6,11.1
298,Cote d'Ivoire,M,Never married,6,12.6
298,Cote d'Ivoire,M,"Widowed, divorced, separated",6,9.6
19,Dominican Republic,F,Married or living together,1,0.5
19,Dominican Republic,F,Never married,1,0.6
19,Dominican Republic,F,"Widowed, divorced, separated",1,0.9
19,Dominican Republic,M,Married or living together,1,0.6
19,Dominican Republic,M,"Widowed, divorced, separated",1,1.1
19,Dominican Republic,M,Never married,1,1.2
369,Dominican Republic,F,Married or living together,2,2.2
369,Dominican Republic,F,Never married,2,2.8
369,Dominican Republic,F,"Widowed, divorced, separated",2,2.3
89,Dominican Republic,F,Married or living together,3,0.4
89,Dominican Republic,F,Never married,3,0.9
89,Dominican Republic,F,"Widowed, divorced, separated",3,1.0
159,Dominican Republic,F,Married or living together,4,0.9
159,Dominican Republic,F,Never married,4,0.5
159,Dominican Republic,F,"Widowed, divorced, separated",4,0.9
229,Dominican Republic,F,Married or living together,5,1.6
229,Dominican Republic,F,Never married,5,1.8
229,Dominican Republic,F,"Widowed, divorced, separated",5,1.9
299,Dominican Republic,F,Married or living together,6,0.4
299,Dominican Republic,F,Never married,6,0.5
299,Dominican Republic,F,"Widowed, divorced, separated",6,0.3
369,Dominican Republic,M,Married or living together,2,2.7
369,Dominican Republic,M,Never married,2,5.8
369,Dominican Republic,M,"Widowed, divorced, separated",2,4.4
89,Dominican Republic,M,Married or living together,3,0.6
89,Dominican Republic,M,Never married,3,1.6
89,Dominican Republic,M,"Widowed, divorced, separated",3,1.1
159,Dominican Republic,M,Married or living together,4,1.3
159,Dominican Republic,M,Never married,4,3.3
159,Dominican Republic,M,"Widowed, divorced, separated",4,2.0
229,Dominican Republic,M,Married or living together,5,1.6
229,Dominican Republic,M,Never married,5,3.3
229,Dominican Republic,M,"Widowed, divorced, separated",5,2.1
299,Dominican Republic,M,Married or living together,6,0.4
299,Dominican Republic,M,Never married,6,0.9
299,Dominican Republic,M,"Widowed, divorced, separated",6,0.6
20,Egypt,F,Never married,1,0.0
20,Egypt,F,Married or living together,1,6.9
20,Egypt,F,"Widowed, divorced, separated",1,8.1
20,Egypt,M,Married or living together,1,0.0
20,Egypt,M,Never married,1,0.0
20,Egypt,M,"Widowed, divorced, separated",1,0.0
370,Egypt,F,Married or living together,2,35.8
370,Egypt,F,Never married,2,0.0
370,Egypt,F,"Widowed, divorced, separated",2,33.2
90,Egypt,F,Married or living together,3,12.8
90,Egypt,F,Never married,3,0.0
90,Egypt,F,"Widowed, divorced, separated",3,12.0
160,Egypt,F,Married or living together,4,25.6
160,Egypt,F,Never married,4,0.0
160,Egypt,F,"Widowed, divorced, separated",4,24.0
230,Egypt,F,Married or living together,5,24.2
230,Egypt,F,Never married,5,0.0
230,Egypt,F,"Widowed, divorced, separated",5,23.1
300,Egypt,F,Married or living together,6,19.9
300,Egypt,F,Never married,6,0.0
300,Egypt,F,"Widowed, divorced, separated",6,20.2
370,Egypt,M,Married or living together,2,0.0
370,Egypt,M,Never married,2,0.0
370,Egypt,M,"Widowed, divorced, separated",2,0.0
90,Egypt,M,Married or living together,3,0.0
90,Egypt,M,Never married,3,0.0
90,Egypt,M,"Widowed, divorced, separated",3,0.0
160,Egypt,M,Married or living together,4,0.0
160,Egypt,M,Never married,4,0.0
160,Egypt,M,"Widowed, divorced, separated",4,0.0
230,Egypt,M,Married or living together,5,0.0
230,Egypt,M,Never married,5,0.0
230,Egypt,M,"Widowed, divorced, separated",5,0.0
300,Egypt,M,Married or living together,6,0.0
300,Egypt,M,Never married,6,0.0
300,Egypt,M,"Widowed, divorced, separated",6,0.0
21,Eritrea,F,Never married,1,23.9
21,Eritrea,F,"Widowed, divorced, separated",1,29.8
21,Eritrea,F,Married or living together,1,30.9
21,Eritrea,M,Married or living together,1,0.0
21,Eritrea,M,Never married,1,0.0
21,Eritrea,M,"Widowed, divorced, separated",1,0.0
371,Eritrea,F,Married or living together,2,73.1
371,Eritrea,F,Never married,2,61.4
371,Eritrea,F,"Widowed, divorced, separated",2,75.9
91,Eritrea,F,Married or living together,3,48.7
91,Eritrea,F,Never married,3,32.8
91,Eritrea,F,"Widowed, divorced, separated",3,44.7
161,Eritrea,F,Married or living together,4,55.6
161,Eritrea,F,Never married,4,39.9
161,Eritrea,F,"Widowed, divorced, separated",4,53.1
231,Eritrea,F,Married or living together,5,52.2
231,Eritrea,F,Never married,5,44.9
231,Eritrea,F,"Widowed, divorced, separated",5,56.4
301,Eritrea,F,Married or living together,6,52.6
301,Eritrea,F,Never married,6,32.8
301,Eritrea,F,"Widowed, divorced, separated",6,51.5
371,Eritrea,M,Married or living together,2,0.0
371,Eritrea,M,Never married,2,0.0
371,Eritrea,M,"Widowed, divorced, separated",2,0.0
91,Eritrea,M,Married or living together,3,0.0
91,Eritrea,M,Never married,3,0.0
91,Eritrea,M,"Widowed, divorced, separated",3,0.0
161,Eritrea,M,Married or living together,4,0.0
161,Eritrea,M,Never married,4,0.0
161,Eritrea,M,"Widowed, divorced, separated",4,0.0
231,Eritrea,M,Married or living together,5,0.0
231,Eritrea,M,Never married,5,0.0
231,Eritrea,M,"Widowed, divorced, separated",5,0.0
301,Eritrea,M,Married or living together,6,0.0
301,Eritrea,M,Never married,6,0.0
301,Eritrea,M,"Widowed, divorced, separated",6,0.0
22,Eswatini,F,Married or living together,1,2.6
22,Eswatini,F,Never married,1,3.0
22,Eswatini,F,"Widowed, divorced, separated",1,3.2
22,Eswatini,M,Married or living together,1,1.9
22,Eswatini,M,"Widowed, divorced, separated",1,3.0
22,Eswatini,M,Never married,1,5.3
372,Eswatini,F,Married or living together,2,19.5
372,Eswatini,F,Never married,2,26.7
372,Eswatini,F,"Widowed, divorced, separated",2,20.3
92,Eswatini,F,Married or living together,3,15.3
92,Eswatini,F,Never married,3,19.1
92,Eswatini,F,"Widowed, divorced, separated",3,13.9
162,Eswatini,F,Married or living together,4,7.8
162,Eswatini,F,Never married,4,10.9
162,Eswatini,F,"Widowed, divorced, separated",4,6.6
232,Eswatini,F,Married or living together,5,7.5
232,Eswatini,F,Never married,5,14.8
232,Eswatini,F,"Widowed, divorced, separated",5,7.3
302,Eswatini,F,Married or living together,6,3.6
302,Eswatini,F,Never married,6,2.5
302,Eswatini,F,"Widowed, divorced, separated",6,6.8
372,Eswatini,M,Married or living together,2,18.7
372,Eswatini,M,Never married,2,37.3
372,Eswatini,M,"Widowed, divorced, separated",2,25.7
92,Eswatini,M,Married or living together,3,13.0
92,Eswatini,M,Never married,3,27.2
92,Eswatini,M,"Widowed, divorced, separated",3,19.4
162,Eswatini,M,Married or living together,4,8.7
162,Eswatini,M,Never married,4,17.9
162,Eswatini,M,"Widowed, divorced, separated",4,10.9
232,Eswatini,M,Married or living together,5,7.0
232,Eswatini,M,Never married,5,19.1
232,Eswatini,M,"Widowed, divorced, separated",5,10.9
302,Eswatini,M,Married or living together,6,2.4
302,Eswatini,M,Never married,6,4.1
302,Eswatini,M,"Widowed, divorced, separated",6,6.1
23,Ethiopia,F,Never married,1,30.5
23,Ethiopia,F,"Widowed, divorced, separated",1,37.1
23,Ethiopia,F,Married or living together,1,43.8
23,Ethiopia,M,Never married,1,11.4
23,Ethiopia,M,Married or living together,1,11.5
23,Ethiopia,M,"Widowed, divorced, separated",1,19.8
373,Ethiopia,F,Married or living together,2,66.6
373,Ethiopia,F,Never married,2,53.7
373,Ethiopia,F,"Widowed, divorced, separated",2,63.6
93,Ethiopia,F,Married or living together,3,46.4
93,Ethiopia,F,Never married,3,32.3
93,Ethiopia,F,"Widowed, divorced, separated",3,39.7
163,Ethiopia,F,Married or living together,4,47.5
163,Ethiopia,F,Never married,4,34.4
163,Ethiopia,F,"Widowed, divorced, separated",4,38.7
233,Ethiopia,F,Married or living together,5,50.8
233,Ethiopia,F,Never married,5,39.8
233,Ethiopia,F,"Widowed, divorced, separated",5,45.4
303,Ethiopia,F,Married or living together,6,39.4
303,Ethiopia,F,Never married,6,23.6
303,Ethiopia,F,"Widowed, divorced, separated",6,32.7
373,Ethiopia,M,Married or living together,2,26.7
373,Ethiopia,M,Never married,2,28.2
373,Ethiopia,M,"Widowed, divorced, separated",2,40.9
93,Ethiopia,M,Married or living together,3,15.5
93,Ethiopia,M,Never married,3,16.3
93,Ethiopia,M,"Widowed, divorced, separated",3,22.9
163,Ethiopia,M,Married or living together,4,17.3
163,Ethiopia,M,Never married,4,15.7
163,Ethiopia,M,"Widowed, divorced, separated",4,22.6
233,Ethiopia,M,Married or living together,5,18.0
233,Ethiopia,M,Never married,5,20.2
233,Ethiopia,M,"Widowed, divorced, separated",5,26.6
303,Ethiopia,M,Married or living together,6,12.1
303,Ethiopia,M,Never married,6,12.7
303,Ethiopia,M,"Widowed, divorced, separated",6,21.0
24,Gabon,F,Never married,1,9.9
24,Gabon,F,Married or living together,1,10.4
24,Gabon,F,"Widowed, divorced, separated",1,14.5
24,Gabon,M,"Widowed, divorced, separated",1,5.6
24,Gabon,M,Married or living together,1,6.2
24,Gabon,M,Never married,1,7.5
374,Gabon,F,Married or living together,2,51.3
374,Gabon,F,Never married,2,47.8
374,Gabon,F,"Widowed, divorced, separated",2,53.3
94,Gabon,F,Married or living together,3,28.0
94,Gabon,F,Never married,3,22.1
94,Gabon,F,"Widowed, divorced, separated",3,30.1
164,Gabon,F,Married or living together,4,21.9
164,Gabon,F,Never married,4,14.4
164,Gabon,F,"Widowed, divorced, separated",4,20.3
234,Gabon,F,Married or living together,5,40.6
234,Gabon,F,Never married,5,38.5
234,Gabon,F,"Widowed, divorced, separated",5,43.8
304,Gabon,F,Married or living together,6,11.3
304,Gabon,F,Never married,6,4.6
304,Gabon,F,"Widowed, divorced, separated",6,10.7
374,Gabon,M,Married or living together,2,38.6
374,Gabon,M,Never married,2,40.3
374,Gabon,M,"Widowed, divorced, separated",2,42.8
94,Gabon,M,Married or living together,3,18.3
94,Gabon,M,Never married,3,20.7
94,Gabon,M,"Widowed, divorced, separated",3,20.3
164,Gabon,M,Married or living together,4,14.7
164,Gabon,M,Never married,4,13.0
164,Gabon,M,"Widowed, divorced, separated",4,16.3
234,Gabon,M,Married or living together,5,27.3
234,Gabon,M,Never married,5,30.5
234,Gabon,M,"Widowed, divorced, separated",5,30.7
304,Gabon,M,Married or living together,6,5.0
304,Gabon,M,Never married,6,7.2
304,Gabon,M,"Widowed, divorced, separated",6,3.6
25,Gambia,F,"Widowed, divorced, separated",1,5.2
25,Gambia,F,Never married,1,9.4
25,Gambia,F,Married or living together,1,11.5
25,Gambia,M,Married or living together,1,3.5
25,Gambia,M,"Widowed, divorced, separated",1,3.9
25,Gambia,M,Never married,1,8.1
375,Gambia,F,Married or living together,2,62.9
375,Gambia,F,Never married,2,50.0
375,Gambia,F,"Widowed, divorced, separated",2,46.9
95,Gambia,F,Married or living together,3,27.4
95,Gambia,F,Never married,3,18.1
95,Gambia,F,"Widowed, divorced, separated",3,14.4
165,Gambia,F,Married or living together,4,46.5
165,Gambia,F,Never married,4,33.3
165,Gambia,F,"Widowed, divorced, separated",4,32.0
235,Gambia,F,Married or living together,5,38.1
235,Gambia,F,Never married,5,30.5
235,Gambia,F,"Widowed, divorced, separated",5,25.4
305,Gambia,F,Married or living together,6,50.1
305,Gambia,F,Never married,6,33.6
305,Gambia,F,"Widowed, divorced, separated",6,36.6
375,Gambia,M,Married or living together,2,26.6
375,Gambia,M,Never married,2,37.2
375,Gambia,M,"Widowed, divorced, separated",2,26.4
95,Gambia,M,Married or living together,3,7.9
95,Gambia,M,Never married,3,13.6
95,Gambia,M,"Widowed, divorced, separated",3,6.7
165,Gambia,M,Married or living together,4,14.7
165,Gambia,M,Never married,4,24.7
165,Gambia,M,"Widowed, divorced, separated",4,17.2
235,Gambia,M,Married or living together,5,14.8
235,Gambia,M,Never married,5,21.5
235,Gambia,M,"Widowed, divorced, separated",5,17.7
305,Gambia,M,Married or living together,6,15.1
305,Gambia,M,Never married,6,22.0
305,Gambia,M,"Widowed, divorced, separated",6,16.1
26,Ghana,F,"Widowed, divorced, separated",1,5.3
26,Ghana,F,Never married,1,6.7
26,Ghana,F,Married or living together,1,8.2
26,Ghana,M,"Widowed, divorced, separated",1,0.6
26,Ghana,M,Married or living together,1,1.7
26,Ghana,M,Never married,1,4.2
376,Ghana,F,Married or living together,2,29.7
376,Ghana,F,Never married,2,27.0
376,Ghana,F,"Widowed, divorced, separated",2,24.5
96,Ghana,F,Married or living together,3,17.4
96,Ghana,F,Never married,3,13.6
96,Ghana,F,"Widowed, divorced, separated",3,12.6
166,Ghana,F,Married or living together,4,18.5
166,Ghana,F,Never married,4,13.7
166,Ghana,F,"Widowed, divorced, separated",4,14.5
236,Ghana,F,Married or living together,5,22.4
236,Ghana,F,Never married,5,19.7
236,Ghana,F,"Widowed, divorced, separated",5,17.1
306,Ghana,F,Married or living together,6,14.7
306,Ghana,F,Never married,6,9.0
306,Ghana,F,"Widowed, divorced, separated",6,8.3
376,Ghana,M,Married or living together,2,10.0
376,Ghana,M,Never married,2,16.3
376,Ghana,M,"Widowed, divorced, separated",2,7.6
96,Ghana,M,Married or living together,3,4.4
96,Ghana,M,Never married,3,7.5
96,Ghana,M,"Widowed, divorced, separated",3,3.5
166,Ghana,M,Married or living together,4,5.2
166,Ghana,M,Never married,4,8.4
166,Ghana,M,"Widowed, divorced, separated",4,3.6
236,Ghana,M,Married or living together,5,6.4
236,Ghana,M,Never married,5,10.6
236,Ghana,M,"Widowed, divorced, separated",5,5.7
306,Ghana,M,Married or living together,6,3.5
306,Ghana,M,Never married,6,6.1
306,Ghana,M,"Widowed, divorced, separated",6,3.8
27,Guatemala,F,Married or living together,1,4.2
27,Guatemala,F,Never married,1,4.2
27,Guatemala,F,"Widowed, divorced, separated",1,4.3
27,Guatemala,M,Married or living together,1,0.5
27,Guatemala,M,"Widowed, divorced, separated",1,1.6
27,Guatemala,M,Never married,1,2.3
377,Guatemala,F,Married or living together,2,11.3
377,Guatemala,F,Never married,2,10.8
377,Guatemala,F,"Widowed, divorced, separated",2,10.2
97,Guatemala,F,Married or living together,3,3.4
97,Guatemala,F,Never married,3,3.0
97,Guatemala,F,"Widowed, divorced, separated",3,3.1
167,Guatemala,F,Married or living together,4,3.7
167,Guatemala,F,Never married,4,3.4
167,Guatemala,F,"Widowed, divorced, separated",4,3.3
237,Guatemala,F,Married or living together,5,7.8
237,Guatemala,F,Never married,5,7.3
237,Guatemala,F,"Widowed, divorced, separated",5,7.0
307,Guatemala,F,Married or living together,6,2.4
307,Guatemala,F,Never married,6,2.4
307,Guatemala,F,"Widowed, divorced, separated",6,2.6
377,Guatemala,M,Married or living together,2,4.9
377,Guatemala,M,Never married,2,10.5
377,Guatemala,M,"Widowed, divorced, separated",2,6.2
97,Guatemala,M,Married or living together,3,1.6
97,Guatemala,M,Never married,3,3.7
97,Guatemala,M,"Widowed, divorced, separated",3,3.2
167,Guatemala,M,Married or living together,4,1.5
167,Guatemala,M,Never married,4,2.9
167,Guatemala,M,"Widowed, divorced, separated",4,0.9
237,Guatemala,M,Married or living together,5,2.7
237,Guatemala,M,Never married,5,6.5
237,Guatemala,M,"Widowed, divorced, separated",5,3.3
307,Guatemala,M,Married or living together,6,1.4
307,Guatemala,M,Never married,6,1.6
307,Guatemala,M,"Widowed, divorced, separated",6,1.6
28,Guinea,F,Never married,1,17.6
28,Guinea,F,"Widowed, divorced, separated",1,22.0
28,Guinea,F,Married or living together,1,25.8
28,Guinea,M,Married or living together,1,14.0
28,Guinea,M,"Widowed, divorced, separated",1,18.8
28,Guinea,M,Never married,1,19.8
378,Guinea,F,Married or living together,2,71.2
378,Guinea,F,Never married,2,57.0
378,Guinea,F,"Widowed, divorced, separated",2,61.8
98,Guinea,F,Married or living together,3,52.8
98,Guinea,F,Never married,3,39.4
98,Guinea,F,"Widowed, divorced, separated",3,41.5
168,Guinea,F,Married or living together,4,58.5
168,Guinea,F,Never married,4,41.5
168,Guinea,F,"Widowed, divorced, separated",4,48.1
238,Guinea,F,Married or living together,5,55.9
238,Guinea,F,Never married,5,43.0
238,Guinea,F,"Widowed, divorced, separated",5,47.1
308,Guinea,F,Married or living together,6,53.0
308,Guinea,F,Never married,6,33.3
308,Guinea,F,"Widowed, divorced, separated",6,43.8
378,Guinea,M,Married or living together,2,55.4
378,Guinea,M,Never married,2,55.4
378,Guinea,M,"Widowed, divorced, separated",2,55.4
98,Guinea,M,Married or living together,3,30.9
98,Guinea,M,Never married,3,33.6
98,Guinea,M,"Widowed, divorced, separated",3,37.5
168,Guinea,M,Married or living together,4,39.5
168,Guinea,M,Never married,4,35.9
168,Guinea,M,"Widowed, divorced, separated",4,32.5
238,Guinea,M,Married or living together,5,43.9
238,Guinea,M,Never married,5,42.6
238,Guinea,M,"Widowed, divorced, separated",5,50.9
308,Guinea,M,Married or living together,6,25.4
308,Guinea,M,Never married,6,25.4
308,Guinea,M,"Widowed, divorced, separated",6,37.6
29,Guyana,F,"Widowed, divorced, separated",1,2.0
29,Guyana,F,Never married,1,2.8
29,Guyana,F,Married or living together,1,4.1
29,Guyana,M,Married or living together,1,3.0
29,Guyana,M,"Widowed, divorced, separated",1,4.5
29,Guyana,M,Never married,1,4.8
379,Guyana,F,Married or living together,2,18.4
379,Guyana,F,Never married,2,13.4
379,Guyana,F,"Widowed, divorced, separated",2,12.9
99,Guyana,F,Married or living together,3,8.4
99,Guyana,F,Never married,3,4.2
99,Guyana,F,"Widowed, divorced, separated",3,4.3
169,Guyana,F,Married or living together,4,7.3
169,Guyana,F,Never married,4,3.6
169,Guyana,F,"Widowed, divorced, separated",4,3.5
239,Guyana,F,Married or living together,5,13.3
239,Guyana,F,Never married,5,9.1
239,Guyana,F,"Widowed, divorced, separated",5,10.3
309,Guyana,F,Married or living together,6,5.5
309,Guyana,F,Never married,6,2.6
309,Guyana,F,"Widowed, divorced, separated",6,3.0
379,Guyana,M,Married or living together,2,17.9
379,Guyana,M,Never married,2,21.2
379,Guyana,M,"Widowed, divorced, separated",2,18.5
99,Guyana,M,Married or living together,3,7.8
99,Guyana,M,Never married,3,7.5
99,Guyana,M,"Widowed, divorced, separated",3,9.9
169,Guyana,M,Married or living together,4,6.8
169,Guyana,M,Never married,4,6.7
169,Guyana,M,"Widowed, divorced, separated",4,6.5
239,Guyana,M,Married or living together,5,11.8
239,Guyana,M,Never married,5,15.4
239,Guyana,M,"Widowed, divorced, separated",5,12.1
309,Guyana,M,Married or living together,6,2.7
309,Guyana,M,Never married,6,4.3
309,Guyana,M,"Widowed, divorced, separated",6,5.0
30,Haiti,F,Married or living together,1,3.1
30,Haiti,F,"Widowed, divorced, separated",1,3.3
30,Haiti,F,Never married,1,5.1
30,Haiti,M,Married or living together,1,1.0
30,Haiti,M,"Widowed, divorced, separated",1,1.3
30,Haiti,M,Never married,1,2.3
380,Haiti,F,Married or living together,2,16.1
380,Haiti,F,Never married,2,17.0
380,Haiti,F,"Widowed, divorced, separated",2,17.6
100,Haiti,F,Married or living together,3,2.7
100,Haiti,F,Never married,3,2.3
100,Haiti,F,"Widowed, divorced, separated",3,2.2
170,Haiti,F,Married or living together,4,11.7
170,Haiti,F,Never married,4,10.5
170,Haiti,F,"Widowed, divorced, separated",4,11.1
240,Haiti,F,Married or living together,5,9.4
240,Haiti,F,Never married,5,11.1
240,Haiti,F,"Widowed, divorced, separated",5,9.6
310,Haiti,F,Married or living together,6,5.0
310,Haiti,F,Never married,6,4.3
310,Haiti,F,"Widowed, divorced, separated",6,5.7
380,Haiti,M,Married or living together,2,8.4
380,Haiti,M,Never married,2,12.4
380,Haiti,M,"Widowed, divorced, separated",2,13.7
100,Haiti,M,Married or living together,3,1.4
100,Haiti,M,Never married,3,1.7
100,Haiti,M,"Widowed, divorced, separated",3,1.6
170,Haiti,M,Married or living together,4,5.7
170,Haiti,M,Never married,4,7.2
170,Haiti,M,"Widowed, divorced, separated",4,10.8
240,Haiti,M,Married or living together,5,4.0
240,Haiti,M,Never married,5,7.6
240,Haiti,M,"Widowed, divorced, separated",5,5.6
310,Haiti,M,Married or living together,6,1.9
310,Haiti,M,Never married,6,2.8
310,Haiti,M,"Widowed, divorced, separated",6,3.2
31,Honduras,F,Married or living together,1,4.1
31,Honduras,F,Never married,1,4.4
31,Honduras,F,"Widowed, divorced, separated",1,4.4
31,Honduras,M,Married or living together,1,1.5
31,Honduras,M,"Widowed, divorced, separated",1,4.4
31,Honduras,M,Never married,1,5.0
381,Honduras,F,Married or living together,2,12.6
381,Honduras,F,Never married,2,11.5
381,Honduras,F,"Widowed, divorced, separated",2,13.2
101,Honduras,F,Married or living together,3,5.0
101,Honduras,F,Never married,3,4.5
101,Honduras,F,"Widowed, divorced, separated",3,4.9
171,Honduras,F,Married or living together,4,4.5
171,Honduras,F,Never married,4,4.1
171,Honduras,F,"Widowed, divorced, separated",4,4.2
241,Honduras,F,Married or living together,5,9.5
241,Honduras,F,Never married,5,8.8
241,Honduras,F,"Widowed, divorced, separated",5,10.6
311,Honduras,F,Married or living together,6,2.4
311,Honduras,F,Never married,6,2.5
311,Honduras,F,"Widowed, divorced, separated",6,1.8
381,Honduras,M,Married or living together,2,6.6
381,Honduras,M,Never married,2,13.4
381,Honduras,M,"Widowed, divorced, separated",2,15.4
101,Honduras,M,Married or living together,3,2.9
101,Honduras,M,Never married,3,5.3
101,Honduras,M,"Widowed, divorced, separated",3,6.0
171,Honduras,M,Married or living together,4,2.0
171,Honduras,M,Never married,4,4.2
171,Honduras,M,"Widowed, divorced, separated",4,4.3
241,Honduras,M,Married or living together,5,4.5
241,Honduras,M,Never married,5,10.3
241,Honduras,M,"Widowed, divorced, separated",5,11.0
311,Honduras,M,Married or living together,6,1.4
311,Honduras,M,Never married,6,3.8
311,Honduras,M,"Widowed, divorced, separated",6,3.1
32,India,F,Never married,1,15.8
32,India,F,Married or living together,1,20.0
32,India,F,"Widowed, divorced, separated",1,22.4
32,India,M,Married or living together,1,9.7
32,India,M,Never married,1,11.0
32,India,M,"Widowed, divorced, separated",1,11.4
382,India,F,Married or living together,2,46.5
382,India,F,Never married,2,38.4
382,India,F,"Widowed, divorced, separated",2,47.4
102,India,F,Married or living together,3,30.7
102,India,F,Never married,3,23.6
102,India,F,"Widowed, divorced, separated",3,31.3
172,India,F,Married or living together,4,27.5
172,India,F,Never married,4,21.3
172,India,F,"Widowed, divorced, separated",4,29.5
242,India,F,Married or living together,5,34.0
242,India,F,Never married,5,28.1
242,India,F,"Widowed, divorced, separated",5,36.9
312,India,F,Married or living together,6,14.3
312,India,F,Never married,6,9.7
312,India,F,"Widowed, divorced, separated",6,16.3
382,India,M,Married or living together,2,30.8
382,India,M,Never married,2,33.5
382,India,M,"Widowed, divorced, separated",2,36.3
102,India,M,Married or living together,3,19.5
102,India,M,Never married,3,21.6
102,India,M,"Widowed, divorced, separated",3,26.9
172,India,M,Married or living together,4,15.1
172,India,M,Never married,4,17.2
172,India,M,"Widowed, divorced, separated",4,20.0
242,India,M,Married or living together,5,19.3
242,India,M,Never married,5,20.7
242,India,M,"Widowed, divorced, separated",5,22.2
312,India,M,Married or living together,6,8.2
312,India,M,Never married,6,10.3
312,India,M,"Widowed, divorced, separated",6,11.9
33,Indonesia,F,Married or living together,1,2.5
33,Indonesia,F,Never married,1,2.7
33,Indonesia,F,"Widowed, divorced, separated",1,3.3
33,Indonesia,M,Never married,1,0.0
33,Indonesia,M,"Widowed, divorced, separated",1,0.0
33,Indonesia,M,Married or living together,1,0.8
383,Indonesia,F,Married or living together,2,33.5
383,Indonesia,F,Never married,2,38.5
383,Indonesia,F,"Widowed, divorced, separated",2,30.9
103,Indonesia,F,Married or living together,3,5.4
103,Indonesia,F,Never married,3,6.2
103,Indonesia,F,"Widowed, divorced, separated",3,7.2
173,Indonesia,F,Married or living together,4,24.3
173,Indonesia,F,Never married,4,23.0
173,Indonesia,F,"Widowed, divorced, separated",4,23.9
243,Indonesia,F,Married or living together,5,26.4
243,Indonesia,F,Never married,5,31.2
243,Indonesia,F,"Widowed, divorced, separated",5,23.9
313,Indonesia,F,Married or living together,6,8.8
313,Indonesia,F,Never married,6,9.0
313,Indonesia,F,"Widowed, divorced, separated",6,11.2
383,Indonesia,M,Married or living together,2,18.3
383,Indonesia,M,Never married,2,0.0
383,Indonesia,M,"Widowed, divorced, separated",2,0.0
103,Indonesia,M,Married or living together,3,3.4
103,Indonesia,M,Never married,3,0.0
103,Indonesia,M,"Widowed, divorced, separated",3,0.0
173,Indonesia,M,Married or living together,4,12.2
173,Indonesia,M,Never married,4,0.0
173,Indonesia,M,"Widowed, divorced, separated",4,0.0
243,Indonesia,M,Married or living together,5,12.6
243,Indonesia,M,Never married,5,0.0
243,Indonesia,M,"Widowed, divorced, separated",5,0.0
313,Indonesia,M,Married or living together,6,3.2
313,Indonesia,M,Never married,6,0.0
313,Indonesia,M,"Widowed, divorced, separated",6,0.0
34,Jordan,F,Never married,1,0.0
34,Jordan,F,"Widowed, divorced, separated",1,1.4
